institutionid,sectorperiodid,periodenddate,tcprimarysectorid,primarysectorname,tcsectorid,tcsectorname,di_324389_text,companyid,ticker,status,companytype,country,yearfounded,simpleindustry
4288267,881B9CE5-D3DA-4E11-AED3-6FC370553DFA,20211231,339920,Sporting and athletic goods manufacturing,339920,Sporting and athletic goods manufacturing,Apr 13 2022  8:22AM,25301852,CLAR,Operating,Public Company,United States,1991,Leisure Products
4289134,8F7D6FF4-DA9A-4A1A-A02A-4A71E990B776,20211231,33411A,Computer terminals and other computer peripheral equipment manufacturing,33411A,Computer terminals and other computer peripheral equipment manufacturing,Jul 25 2022  6:52PM,20344818,IDEX,Operating,Public Company,Norway,1996,"Electronic Equipment, Instruments and Components"
4289140,63CB0EB9-9687-4B04-8B21-4C37CDA770AD,20210630,611B00,Other educational services,611B00,Other educational services,Mar 10 2022 12:08PM,4973712,LRN,Operating,Public Company,United States,2000,Diversified Consumer Services
4289487,6AB67816-BEE6-4AE6-87B6-8FADB4A1D1C9,20210102,311700,Seafood product preparation and packaging,311700,Seafood product preparation and packaging,Feb 25 2021  5:37PM,873908,HLF,Operating,Public Company,Canada,1899,Food Products
4291721,D60CB12C-3B4A-422E-B61A-9D72806AB17F,20210626,515100,Radio and television broadcasting,515100,Radio and television broadcasting,Jun 29 2022 10:13AM,878502,SWM,Operating,Public Company,Australia,1991,Media
4291721,7E71CFAE-0A12-41F3-B8D7-18CBE286DBD5,20210626,515100,Radio and television broadcasting,518100,Internet service providers and web search portals,Jun 29 2022 10:13AM,878502,SWM,Operating,Public Company,Australia,1991,Media
4291721,F08535C5-070D-4BCF-BE8A-ADA5EFEA0418,20210626,515100,Radio and television broadcasting,511110,Newspaper publishers,Jun 29 2022 10:13AM,878502,SWM,Operating,Public Company,Australia,1991,Media
4292584,461B471A-3007-4FD5-80E8-DE6951C1B989,20211231,541511,Custom computer programming services,541511,Custom computer programming services,Aug 30 2022  1:14PM,20745491,BCOV,Operating,Public Company,United States,2004,IT Services
4293172,9778F942-334F-4CC4-ADC6-CC7713DA5071,20210102,327320,Ready-mix concrete manufacturing,327992,Ground or treated mineral and earth manufacturing,Jan 31 2022 10:03AM,280274078,SUM,Operating,Public Company,United States,2009,Construction Materials
4293172,8339AD31-1851-4640-911C-AE5C3C5F0DED,20210102,327320,Ready-mix concrete manufacturing,327320,Ready-mix concrete manufacturing,Jan 31 2022 10:03AM,280274078,SUM,Operating,Public Company,United States,2009,Construction Materials
4293172,543CAAC5-2CE9-45BF-8216-2EA6B6F3892F,20210102,327320,Ready-mix concrete manufacturing,327310,Cement manufacturing,Jan 31 2022 10:03AM,280274078,SUM,Operating,Public Company,United States,2009,Construction Materials
4293172,6A8ED63A-5DCC-406F-B727-138A6DD01504,20210102,327320,Ready-mix concrete manufacturing,324121,Asphalt paving mixture and block manufacturing,Jan 31 2022 10:03AM,280274078,SUM,Operating,Public Company,United States,2009,Construction Materials
4293605,50D24746-93F4-4329-8B19-5FCF08673B8A,20211231,523000,"Securities, commodity contracts, investments, and related activities",523000,"Securities, commodity contracts, investments, and related activities",Mar 10 2022 12:08PM,136932229,MN,Operating,Private Investment Firm,United States,1970,Capital Markets
4293959,4292DA65-79C9-448B-A92C-97608A24BAEC,20210630,334511,"Search, detection, and navigation instruments manufacturing",334516,Analytical laboratory instrument manufacturing,Mar 30 2022  7:50AM,366230,OSIS,Operating,Public Company,United States,1987,"Electronic Equipment, Instruments and Components"
4293959,F0B58B7A-24F2-4DC9-AA5D-2C1113FD6959,20210630,334511,"Search, detection, and navigation instruments manufacturing",334413,Semiconductor and related device manufacturing,Mar 30 2022  7:50AM,366230,OSIS,Operating,Public Company,United States,1987,"Electronic Equipment, Instruments and Components"
4293959,97BF257C-1BBD-4D59-8906-657B4FC8CEBB,20210630,334511,"Search, detection, and navigation instruments manufacturing",334511,"Search, detection, and navigation instruments manufacturing",Mar 30 2022  7:50AM,366230,OSIS,Operating,Public Company,United States,1987,"Electronic Equipment, Instruments and Components"
4294278,ED33151E-E5FA-419A-B2A4-36964C24C98E,20211231,511200,Software publishers,511200,Software publishers,Sep  5 2022  1:48PM,1054561,BAND,Operating,Public Company,United States,2000,Diversified Telecommunication Services
4294278,5AB98AB7-E2CC-4CA3-8C54-3A20D2728D01,20211231,511200,Software publishers,517000,Telecommunications,Sep  5 2022  1:48PM,1054561,BAND,Operating,Public Company,United States,2000,Diversified Telecommunication Services
4294958,F619AAB8-F0F2-4612-8040-62395358B9DF,20210130,448000,Clothing and Clothing Accessories Stores,448000,Clothing and Clothing Accessories Stores,Oct 12 2022  6:18AM,256893,CAL,Operating,Public Company,United States,1878,Specialty Retail
4294958,B3068BD6-B4E7-4B28-9E0E-D34DE07CFC89,20210130,448000,Clothing and Clothing Accessories Stores,454000,Nonstore Retailers,Oct 12 2022  6:18AM,256893,CAL,Operating,Public Company,United States,1878,Specialty Retail
4294958,96177EED-6263-40B9-B960-9D62FDBEBC86,20210130,448000,Clothing and Clothing Accessories Stores,424300,"Apparel, Piece Goods, and Notions Wholesalers",Oct 12 2022  6:18AM,256893,CAL,Operating,Public Company,United States,1878,Specialty Retail
4294958,4338BB75-404C-423C-92C9-4B98AF814BE6,20210130,448000,Clothing and Clothing Accessories Stores,533000,Lessors of nonfinancial intangible assets,Oct 12 2022  6:18AM,256893,CAL,Operating,Public Company,United States,1878,Specialty Retail
4295030,9F55FE20-C110-4003-A364-7C21FFB3F815,20211231,541700,Scientific research and development services,541700,Scientific research and development services,Jul 15 2022 12:19PM,24545059,VNDA,Operating,Public Company,United States,2002,Biotechnology
4295035,C7D3BF46-3CF1-4EE8-B456-8C89357B4DA6,20211231,561500,Travel arrangement and reservation services,561500,Travel arrangement and reservation services,Mar 10 2022 12:08PM,140233,TRIP,Operating,Public Company,United States,2000,Interactive Media and Services
4295648,F4DABCE9-B909-42FB-855E-687B329F197E,20211231,533000,Lessors of nonfinancial intangible assets,533000,Lessors of nonfinancial intangible assets,Jul 15 2022 12:30PM,329790,WINA,Operating,Public Company,United States,1988,Specialty Retail
4295648,A380BFDC-90FC-4651-8174-AA2DA54FDF0B,20211231,533000,Lessors of nonfinancial intangible assets,532400,Commercial and industrial machinery and equipment rental and leasing,Jul 15 2022 12:30PM,329790,WINA,Operating,Public Company,United States,1988,Specialty Retail
4295769,30543004-DC45-4E4E-BB2E-85FB05FEF12D,20210331,335911,Storage battery manufacturing,335911,Storage battery manufacturing,Jul 19 2022  6:11AM,617490,ENS,Operating,Public Company,United States,2000,Electrical Equipment
4295787,A0F25DDA-CE0E-4211-8936-04C716BB7974,20210130,541300,"Architectural, engineering, and related services",541300,"Architectural, engineering, and related services",Mar 10 2022 12:08PM,268141,DY,Operating,Public Company,United States,1969,Construction and Engineering
4295886,FE6AB3D1-510D-44AD-92D0-BFAD62C28900,20211231,332420,Metal tank (heavy gauge) manufacturing,332420,Metal tank (heavy gauge) manufacturing,Jul 13 2022  6:16AM,322735,GTLS,Operating,Public Company,United States,1859,Machinery
4295886,3B71772C-27D1-44CC-8118-FFA03D82308C,20211231,332420,Metal tank (heavy gauge) manufacturing,33329A,Other industrial machinery manufacturing,Jul 13 2022  6:16AM,322735,GTLS,Operating,Public Company,United States,1859,Machinery
4295886,1015270C-BC6A-43A3-B6F2-2D4D0AE4242E,20211231,332420,Metal tank (heavy gauge) manufacturing,811300,Commercial and industrial machinery and equipment repair and maintenance,Jul 13 2022  6:16AM,322735,GTLS,Operating,Public Company,United States,1859,Machinery
4295886,65EDB74F-DCF2-4EB7-8456-5C513E8068D8,20211231,332420,Metal tank (heavy gauge) manufacturing,332410,Power boiler and heat exchanger manufacturing,Jul 13 2022  6:16AM,322735,GTLS,Operating,Public Company,United States,1859,Machinery
4296328,C83A3334-C955-4464-B2A4-475C9D674DBC,20211231,52A000,Monetary authorities and depository credit intermediation,52A000,Monetary authorities and depository credit intermediation,Jun 30 2022  1:26PM,878436,MCB,Operating,Public Company,Pakistan,1947,Banks
4296580,82E62301-B6F3-48FF-A8BE-17663987E6B4,20210131,541511,Custom computer programming services,541511,Custom computer programming services,Mar 23 2022  6:58AM,23245928,BOX,Operating,Public Company,United States,2005,Software
4296620,2E529ECC-D260-412C-9929-4A5F0E283A11,20211231,511200,Software publishers,511200,Software publishers,Mar 10 2022 12:08PM,27629813,HUBS,Operating,Public Company,United States,2005,Software
4297731,9DE8686A-1A10-41CC-8A6B-646904EE5F1F,20211231,518100,Internet service providers and web search portals,518100,Internet service providers and web search portals,Mar 10 2022 12:08PM,48852476,TRUE,Operating,Public Company,United States,2005,Interactive Media and Services
4298553,A6883209-3640-43EE-AB84-6E72E84849ED,20211231,52A000,Monetary authorities and depository credit intermediation,52A000,Monetary authorities and depository credit intermediation,Mar 10 2022 12:08PM,143305314,PVBC,Operating,Public Company,United States,1828,Thrifts and Mortgage Finance
4303236,C7A0382B-C3EB-4684-B03F-94FC90A7856F,20211231,522A00,Nondepository credit intermediation and related activities,522A00,Nondepository credit intermediation and related activities,Mar 10 2022 12:08PM,140577663,ENVA,Operating,Public Company,United States,2011,Consumer Finance
4304579,84DE3F09-D61D-4CBA-B68B-06FF22DA7A82,20211231,52A000,Monetary authorities and depository credit intermediation,52A000,Monetary authorities and depository credit intermediation,Apr  7 2022  1:39PM,50979595,FSBW,Operating,Public Company,United States,1936,Thrifts and Mortgage Finance
4304579,52D4C67E-30CB-45CC-BAA6-3A6CF5FB4FF4,20211231,52A000,Monetary authorities and depository credit intermediation,522A00,Nondepository credit intermediation and related activities,Apr  7 2022  1:39PM,50979595,FSBW,Operating,Public Company,United States,1936,Thrifts and Mortgage Finance
4305436,640BD79B-6ECC-44BE-8F02-072946F8DB44,20211231,541800,Advertising and related services,541800,Advertising and related services,Jul 19 2022  6:11AM,2878904,QUOT,Operating,Public Company,United States,1998,Internet and Direct Marketing Retail
4305605,5C48D0EC-6824-4C29-9D77-B6BC2142717D,20211231,52A000,Monetary authorities and depository credit intermediation,52A000,Monetary authorities and depository credit intermediation,Jun  6 2022  8:12AM,25790660,CTG,Operating,Public Company,Vietnam,1988,Banks
4305605,7BE761C2-2C37-4732-8638-BAB0759DBBEF,20211231,52A000,Monetary authorities and depository credit intermediation,523000,"Securities, commodity contracts, investments, and related activities",Jun  6 2022  8:12AM,25790660,CTG,Operating,Public Company,Vietnam,1988,Banks
4305772,6B05732A-82F8-49C6-BC31-261EC17B345F,20211231,541610,"Management, scientific, and technical consulting services",541610,"Management, scientific, and technical consulting services",Apr  1 2022  9:28AM,28638526,III,Operating,Public Company,United States,2006,IT Services
4307276,71149B1B-5D3D-41D4-8A8E-D59B63F3B7D3,20211231,518100,Internet service providers and web search portals,518100,Internet service providers and web search portals,Aug  2 2022  3:18PM,24558792,YELP,Operating,Public Company,United States,2004,Interactive Media and Services
4309013,E8933E8A-EB4E-4690-B024-C928C5ABD220,20211003,5416A0,Environmental and other technical consulting services,5416A0,Environmental and other technical consulting services,Oct 11 2022 10:06AM,196872,TTEK,Operating,Public Company,United States,1966,Commercial Services and Supplies
4309281,FB563DBE-8C57-4684-8EFE-F57DBDA83039,20210630,52A000,Monetary authorities and depository credit intermediation,52A000,Monetary authorities and depository credit intermediation,Mar 10 2022 12:08PM,145398854,HTBI,Operating,Public Company,United States,1926,Banks
4310135,6FFC1F9B-5975-4C75-A372-2229FACD44FA,20210630,541100,Legal services,541100,Legal services,Mar 10 2022 12:08PM,9285234,SGH,Operating Subsidiary,Public Company,Australia,1935,Diversified Consumer Services
4310525,A1389253-DBA6-4F26-A37E-9C4CEF0B3B83,20211231,532400,Commercial and industrial machinery and equipment rental and leasing,811200,Electronic and precision equipment repair and maintenance,May 16 2022  5:54AM,812576,NGS,Operating,Public Company,United States,1998,Energy Equipment and Services
4310525,779EED56-EE8D-4AA6-9041-CF6A51CC0DF4,20211231,532400,Commercial and industrial machinery and equipment rental and leasing,532400,Commercial and industrial machinery and equipment rental and leasing,May 16 2022  5:54AM,812576,NGS,Operating,Public Company,United States,1998,Energy Equipment and Services
4310525,291A7F6B-B776-472C-9A26-2E795AE2B81A,20211231,532400,Commercial and industrial machinery and equipment rental and leasing,333912,Air and gas compressor manufacturing,May 16 2022  5:54AM,812576,NGS,Operating,Public Company,United States,1998,Energy Equipment and Services
4313329,474EC27E-BA55-46F9-AF68-6C9E273E8C05,20210131,444000,Building Material and Garden Equipment and Supplies Dealers,444000,Building Material and Garden Equipment and Supplies Dealers,Jul 18 2022  2:49PM,4497349,TITN,Operating,Public Company,United States,1980,Trading Companies and Distributors
4313329,D8DF88F7-7E74-468A-AF6B-D1053D1EE25E,20210131,444000,Building Material and Garden Equipment and Supplies Dealers,532400,Commercial and industrial machinery and equipment rental and leasing,Jul 18 2022  2:49PM,4497349,TITN,Operating,Public Company,United States,1980,Trading Companies and Distributors
4313636,FBA3A4B3-72D3-4A9A-B55B-120B0EC70914,20210630,611100,Elementary and secondary schools,611100,Elementary and secondary schools,Mar 10 2022 12:08PM,36827615,ACAD,Operating,Public Company,Sweden,1898,Diversified Consumer Services
4315858,71E45E7A-414F-41C3-A470-CB61127AEFD2,20210102,311810,Bread and bakery product manufacturing,311810,Bread and bakery product manufacturing,Feb 12 2021  5:36PM,972115,FLO,Operating,Public Company,United States,1919,Food Products
4318976,BDCE05BA-477E-43D2-A93F-8A0F2EC2FA01,20211231,484000,Truck transportation,48A000,Support activities for transportation,Mar 29 2022  6:27AM,333455,USX,Operating,Public Company,United States,1985,Road and Rail
4318976,70A25FD7-D7E1-42EB-A48B-764E053E002E,20211231,484000,Truck transportation,484000,Truck transportation,Mar 29 2022  6:27AM,333455,USX,Operating,Public Company,United States,1985,Road and Rail
4318976,BDCE05BA-477E-43D2-A93F-8A0F2EC2FA01,20211231,484000,Truck transportation,48A000,Support activities for transportation,Mar 29 2022  6:27AM,333455,USX,Operating,Public Company,United States,1985,Road and Rail
4318976,70A25FD7-D7E1-42EB-A48B-764E053E002E,20211231,484000,Truck transportation,484000,Truck transportation,Mar 29 2022  6:27AM,333455,USX,Operating,Public Company,United States,1985,Road and Rail
4327101,D42229C3-FACD-4CA4-88BF-B479CA8EC634,20210331,522A00,Nondepository credit intermediation and related activities,522A00,Nondepository credit intermediation and related activities,Mar 10 2022 12:08PM,8740995,PFC,Operating Subsidiary,Public Company,India,1986,Diversified Financial Services
4328204,040D83A9-3602-4BA7-A9B3-5D2A60F9B13C,20210131,524100,Insurance carriers,524100,Insurance carriers,Aug  9 2022 10:58AM,11129585,HQY,Operating,Public Company,United States,2002,Health Care Providers and Services
4329305,7A681390-3E25-4613-A188-F63B4EC3A5C3,20211231,522A00,Nondepository credit intermediation and related activities,522A00,Nondepository credit intermediation and related activities,May  5 2022  5:48AM,4508798,BFIN,Operating,Public Company,Indonesia,1982,Consumer Finance
4329564,0E116044-524C-4F05-BECA-DD50254393C2,20211231,518100,Internet service providers and web search portals,518100,Internet service providers and web search portals,Mar 10 2022 12:08PM,23442750,SSTK,Operating,Public Company,United States,2003,Interactive Media and Services
4329961,CC2D5DA1-D7BD-4113-9ABC-C8FA389A2BF2,20211231,541400,Specialized design services,541400,Specialized design services,Jul 25 2022 10:34PM,427445,PI,Operating,Public Company,United States,2000,Semiconductors and Semiconductor Equipment
4329961,58527D3D-EA6A-4943-8E35-D9082BB235B4,20211231,541400,Specialized design services,511200,Software publishers,Jul 25 2022 10:34PM,427445,PI,Operating,Public Company,United States,2000,Semiconductors and Semiconductor Equipment
4333424,EF66D6DB-6D6C-4AEA-8B2C-F527C17AACDD,20211231,524100,Insurance carriers,524100,Insurance carriers,Sep 13 2022  4:18PM,204777589,NMIH,Operating,Public Company,United States,2011,Thrifts and Mortgage Finance
4333951,F5E6A1EB-3C6D-4018-85B7-8A08C3A422B2,20211231,486000,Pipeline transportation,486000,Pipeline transportation,Aug  9 2022  8:29AM,62670872,SMLP,Operating,Public Company,United States,2009,"Oil, Gas and Consumable Fuels"
4333951,D801C16A-18D5-4881-B61C-9E45DEBD5C62,20211231,486000,Pipeline transportation,221200,Natural gas distribution,Aug  9 2022  8:29AM,62670872,SMLP,Operating,Public Company,United States,2009,"Oil, Gas and Consumable Fuels"
4336082,0CD3D0B1-17A0-407A-A643-0FA54305D92A,20211231,523000,"Securities, commodity contracts, investments, and related activities",523000,"Securities, commodity contracts, investments, and related activities",Mar 10 2022 12:08PM,217351453,SAMG,Operating,Public Investment Firm,United States,2002,Capital Markets
4337066,C43C334B-A5DC-4760-BD23-1E6E6153B55C,20210102,333613,Mechanical power transmission equipment manufacturing,33291A,Valve and fittings other than plumbing,Jan 13 2022 11:35AM,308678,GTES,Operating,Public Company,United States,1911,Machinery
4337066,B8D6DC1C-08B6-4F0A-861C-36A919C96065,20210102,333613,Mechanical power transmission equipment manufacturing,333613,Mechanical power transmission equipment manufacturing,Jan 13 2022 11:35AM,308678,GTES,Operating,Public Company,United States,1911,Machinery
4337066,C43C334B-A5DC-4760-BD23-1E6E6153B55C,20210102,333613,Mechanical power transmission equipment manufacturing,33291A,Valve and fittings other than plumbing,Jan 13 2022 11:35AM,308678,GTES,Operating,Public Company,United States,1911,Machinery
4337066,B8D6DC1C-08B6-4F0A-861C-36A919C96065,20210102,333613,Mechanical power transmission equipment manufacturing,333613,Mechanical power transmission equipment manufacturing,Jan 13 2022 11:35AM,308678,GTES,Operating,Public Company,United States,1911,Machinery
4338125,B51D47BC-FA18-4B69-B3CD-DE77D1249BFA,20211231,812200,Death care services,812200,Death care services,Mar 16 2022  3:57PM,356618,CSV,Operating,Public Company,United States,1991,Diversified Consumer Services
4341111,F4B54067-CBCC-4241-BCDB-48A958D09851,20211231,445000A,"Food, Beverage, Health, and Personal Care Stores",424400,Grocery and Related Product Wholesalers,Apr  6 2022 10:32AM,54105746,MSN,Operating,Public Company,Vietnam,1996,Food Products
4341111,E4FAB324-AC46-4F82-969E-4DDC6C08C913,20211231,445000A,"Food, Beverage, Health, and Personal Care Stores",52A000,Monetary authorities and depository credit intermediation,Apr  6 2022 10:32AM,54105746,MSN,Operating,Public Company,Vietnam,1996,Food Products
4341111,7744F012-B68B-42D1-9E3B-ADFF7D0B1B77,20211231,445000A,"Food, Beverage, Health, and Personal Care Stores",445000A,"Food, Beverage, Health, and Personal Care Stores",Apr  6 2022 10:32AM,54105746,MSN,Operating,Public Company,Vietnam,1996,Food Products
4341111,61E03D85-1AB1-4EBE-9674-BEAAE0F7BA3E,20211231,445000A,"Food, Beverage, Health, and Personal Care Stores",311990,All other food manufacturing,Apr  6 2022 10:32AM,54105746,MSN,Operating,Public Company,Vietnam,1996,Food Products
4341111,4ECBBBAC-86CD-4E29-9FAA-2812E820F0E0,20211231,445000A,"Food, Beverage, Health, and Personal Care Stores",212299,Other Metal Ore Mining,Apr  6 2022 10:32AM,54105746,MSN,Operating,Public Company,Vietnam,1996,Food Products
4342614,B23B78BB-CDBA-4A2D-A259-E1CB45CF4131,20211231,339112,Surgical and medical instrument manufacturing,339112,Surgical and medical instrument manufacturing,Mar 10 2022 12:08PM,46368713,TNDM,Operating,Public Company,United States,2006,Health Care Equipment and Supplies
4343673,5AA9B1AF-697F-4ED8-9C41-7FC5A3B93113,20211231,52A000,Monetary authorities and depository credit intermediation,52A000,Monetary authorities and depository credit intermediation,Mar 10 2022 12:08PM,45529877,FNWB,Operating,Public Company,United States,1923,Banks
4344006,5E4AB3EA-9AAA-4F59-B52F-6581205D9FB5,20211231,533000,Lessors of nonfinancial intangible assets,533000,Lessors of nonfinancial intangible assets,Jul 15 2022 10:39AM,93473,IMMR,Operating,Public Company,United States,1993,"Technology Hardware, Storage and Peripherals"
4344712,FC75820F-7107-4398-B1C6-98FFFC0C661A,20211231,230201,Residential permanent site single- and multi-family structures,522A00,Nondepository credit intermediation and related activities,Jul 18 2022 12:20PM,224946128,TMHC,Operating,Public Company,United States,1936,Household Durables
4344712,B8461554-0D49-4F07-AE19-AAE421C98151,20211231,230201,Residential permanent site single- and multi-family structures,230201,Residential permanent site single- and multi-family structures,Jul 18 2022 12:20PM,224946128,TMHC,Operating,Public Company,United States,1936,Household Durables
4347328,E47122D1-9AFE-45AF-80BD-858943023DFA,20211231,230201,Residential permanent site single- and multi-family structures,230201,Residential permanent site single- and multi-family structures,Mar 22 2022 10:10AM,4163332,TPH,Operating,Public Company,United States,2009,Household Durables
4347328,CD154BB1-475B-40D2-8208-77237342E5F8,20211231,230201,Residential permanent site single- and multi-family structures,522A00,Nondepository credit intermediation and related activities,Mar 22 2022 10:10AM,4163332,TPH,Operating,Public Company,United States,2009,Household Durables
4347785,D739EF0C-3873-47A9-8983-0B2DF9DF1EF2,20210630,522A00,Nondepository credit intermediation and related activities,522A00,Nondepository credit intermediation and related activities,Mar 10 2022 12:08PM,24842011,EML,Operating,Public Company,Australia,2003,IT Services
4353282,D67BDE31-46A4-4717-B28E-EDD84FAFD0D4,20210630,212291,Uranium-Radium-Vanadium Ore Mining,212291,Uranium-Radium-Vanadium Ore Mining,Mar 10 2022 12:08PM,4484240,PEN,Operating,Public Company,Australia,1993,"Oil, Gas and Consumable Fuels"
4359623,7992D6F3-10BA-4157-8835-9FA97F099434,20210930,531000,Real estate,531000,Real estate,Sep  9 2022  6:06AM,7910540,FOR,Operating Subsidiary,Public Company,United States,,Real Estate Management and Development
4363413,89D0C6A0-140C-4787-8CCF-A60042D871F6,20211225,332913,Plumbing fixture fitting and trim manufacturing,332913,Plumbing fixture fitting and trim manufacturing,Jun 30 2022  8:06AM,316367,MLI,Operating,Public Company,United States,1917,Machinery
4363413,697D3EFB-5C49-4A69-B89D-FF8E56F10E9C,20211225,332913,Plumbing fixture fitting and trim manufacturing,33299C,Other fabricated metal manufacturing,Jun 30 2022  8:06AM,316367,MLI,Operating,Public Company,United States,1917,Machinery
4363413,53C0814B-6013-42EA-A406-4451F4B831DA,20211225,332913,Plumbing fixture fitting and trim manufacturing,331420,"Copper rolling, drawing, extruding and alloying",Jun 30 2022  8:06AM,316367,MLI,Operating,Public Company,United States,1917,Machinery
4367419,9E6387F5-5BDF-4615-875A-78429F925C73,20211231,325188,All other basic inorganic chemical manufacturing,325188,All other basic inorganic chemical manufacturing,Apr 13 2022  1:00PM,311730,VHI,Operating Subsidiary,Public Company,United States,1932,Chemicals
4367419,9276063D-DB20-45B5-8134-CDC7313DC1A1,20211231,325188,All other basic inorganic chemical manufacturing,33299C,Other fabricated metal manufacturing,Apr 13 2022  1:00PM,311730,VHI,Operating Subsidiary,Public Company,United States,1932,Chemicals
4367419,7D4A173F-5A20-47CD-A671-17156651D988,20211231,325188,All other basic inorganic chemical manufacturing,531000,Real estate,Apr 13 2022  1:00PM,311730,VHI,Operating Subsidiary,Public Company,United States,1932,Chemicals
4376176,CF3F5CAF-B697-488D-A121-8BABDA4F121C,20211231,522A00,Nondepository credit intermediation and related activities,522A00,Nondepository credit intermediation and related activities,Mar 25 2022  8:20AM,228140094,PFSI,Operating,Public Company,United States,2008,Thrifts and Mortgage Finance
4376176,3793C3B9-A807-459D-BEB1-458CCF0717FC,20211231,522A00,Nondepository credit intermediation and related activities,523000,"Securities, commodity contracts, investments, and related activities",Mar 25 2022  8:20AM,228140094,PFSI,Operating,Public Company,United States,2008,Thrifts and Mortgage Finance
4376382,B6B5978F-8F52-4D24-9473-660AED83A5BB,20211231,518200,"Data processing, hosting, and related services",541200,"Accounting, tax preparation, bookkeeping, and payroll services",Jul  6 2022  8:40AM,228070761,EVTC,Operating,Public Company,United States,1988,IT Services
4376382,3F5808BA-6476-4377-AE5B-6434F8A60B47,20211231,518200,"Data processing, hosting, and related services",518200,"Data processing, hosting, and related services",Jul  6 2022  8:40AM,228070761,EVTC,Operating,Public Company,United States,1988,IT Services
4377068,E258D29E-F367-4CF9-BDDB-F1F06F10FDFD,20211231,325414,Biological product (except diagnostic) manufacturing,533000,Lessors of nonfinancial intangible assets,Jul 12 2022  5:39AM,34145,SGEN,Operating Subsidiary,Public Company,United States,1997,Biotechnology
4377068,183E15D5-672A-419E-A713-59CC09B42C49,20211231,325414,Biological product (except diagnostic) manufacturing,325414,Biological product (except diagnostic) manufacturing,Jul 12 2022  5:39AM,34145,SGEN,Operating Subsidiary,Public Company,United States,1997,Biotechnology
4377866,0F3BC92B-A937-4E42-B128-938E63F468DC,20210930,511200,Software publishers,511200,Software publishers,Mar 10 2022 12:08PM,141189,MODN,Operating,Public Company,United States,1999,Software
4383039,865D1650-34B8-4BAB-A9B5-4EB1ABBEE07F,20211231,522A00,Nondepository credit intermediation and related activities,523000,"Securities, commodity contracts, investments, and related activities",Sep  4 2022  6:05AM,24451,HTH,Operating,Public Company,United States,1998,Banks
4383039,6D61DAB6-5EAF-4E45-8E1C-6A2BF8DDBB74,20211231,522A00,Nondepository credit intermediation and related activities,52A000,Monetary authorities and depository credit intermediation,Sep  4 2022  6:05AM,24451,HTH,Operating,Public Company,United States,1998,Banks
4383039,0D6C7C1A-B7C9-4711-ABC9-FA369CF0A47B,20211231,522A00,Nondepository credit intermediation and related activities,522A00,Nondepository credit intermediation and related activities,Sep  4 2022  6:05AM,24451,HTH,Operating,Public Company,United States,1998,Banks
4384044,F52CC604-27C3-445E-BC8C-A555D8D2D059,20210228,332800,"Coating, engraving, heat treating and allied activities",332800,"Coating, engraving, heat treating and allied activities",Jul  6 2022  6:05AM,252588,AZZ,Operating,Public Company,United States,1956,Electrical Equipment
4384044,E17814C2-CA58-4865-A05D-714485E449B6,20210228,332800,"Coating, engraving, heat treating and allied activities",335313,Switchgear and switchboard apparatus manufacturing,Jul  6 2022  6:05AM,252588,AZZ,Operating,Public Company,United States,1956,Electrical Equipment
4385530,D8551A77-77DE-4D6B-B5F0-58FB34ADA2DC,20211231,230103,Other nonresidential structures,230103,Other nonresidential structures,Aug  9 2022  3:52PM,171604,MTZ,Operating,Public Company,United States,1929,Construction and Engineering
4387948,67AEDC18-6F6D-4273-86CB-E99A192EDED6,20211231,541700,Scientific research and development services,541700,Scientific research and development services,Aug 24 2022  6:58PM,109127589,CALA,Operating,Public Company,United States,2010,Biotechnology
4387949,D1AB1EFE-E6D0-418A-9DA7-84EB48EC0645,20211231,541700,Scientific research and development services,541700,Scientific research and development services,May 16 2022  7:37AM,60504284,CTMX,Operating,Public Company,United States,2008,Biotechnology
4388680,3FBFDEF7-88EF-4A43-976F-35780A8692CA,20210327,448000,Clothing and Clothing Accessories Stores,448000,Clothing and Clothing Accessories Stores,Mar 10 2022 12:08PM,266797777,BOOT,Operating,Public Company,United States,1978,Specialty Retail
4389475,940176C4-8CFF-4E70-9BA1-9EB6E2C13B01,20210130,448000,Clothing and Clothing Accessories Stores,424300,"Apparel, Piece Goods, and Notions Wholesalers",Mar 23 2022  7:47AM,266462,DXLG,Operating,Public Company,United States,1976,Specialty Retail
4389475,7B923FF3-4EAF-45EB-8BC8-8665F76D0849,20210130,448000,Clothing and Clothing Accessories Stores,448000,Clothing and Clothing Accessories Stores,Mar 23 2022  7:47AM,266462,DXLG,Operating,Public Company,United States,1976,Specialty Retail
4389475,652AE7C4-9E1C-4FFC-A39A-571AA8E2DF97,20210130,448000,Clothing and Clothing Accessories Stores,454000,Nonstore Retailers,Mar 23 2022  7:47AM,266462,DXLG,Operating,Public Company,United States,1976,Specialty Retail
4395831,B5C1B26B-CA10-4D32-9704-EBA065657B42,20211231,621B00,Medical and diagnostic labs and outpatient and other ambulatory care services,621B00,Medical and diagnostic labs and outpatient and other ambulatory care services,Apr  6 2022  8:07AM,298401,PMD,Operating,Public Company,United States,1986,Health Care Providers and Services
4396522,EEFC6785-9C71-4A01-918F-5BB23DA1863A,20211231,52A000,Monetary authorities and depository credit intermediation,523000,"Securities, commodity contracts, investments, and related activities",Jul  4 2022  3:56PM,29161846,MARK,Operating,Public Company,Qatar,2006,Banks
